gene_name	gene_id	mondo_disease_id	mondo_ancestor_id	opentargets_label	rna.value
HRAS	ENSG00000174775	MONDO_0009026	MONDO_0002081	musculature	2386.0
CYP4V2	ENSG00000145476	MONDO_0008865	MONDO_0005071	nerve	2368.0
MLH1	ENSG00000076242	MONDO_0005835	MONDO_0004335	rectum	2363.0
CENPJ	ENSG00000151849	MONDO_0700054	MONDO_0005071	brain	2361.0
TRIOBP	ENSG00000100106	MONDO_0019588	MONDO_0005071	nerve	2354.0
ERF	ENSG00000105722	MONDO_0010929	MONDO_0002081	musculature	2341.5
SLC22A5	ENSG00000197375	MONDO_0000453	MONDO_0004995	heart	2339.5
GJB6	ENSG00000121742	MONDO_0007510	MONDO_0002051	skin of body	2337.0
CFI	ENSG00000205403	MONDO_0016244	MONDO_0005570	blood	2315.5
MEGF10	ENSG00000145794	MONDO_0013731	MONDO_0002081	musculature	2308.0
FTSJ1	ENSG00000068438	MONDO_0100148	MONDO_0005071	brain	2299.0
UGDH	ENSG00000109814	MONDO_0005453	MONDO_0004995	vasculature	2298.0
DPM3	ENSG00000179085	MONDO_0013049	MONDO_0005071	brain	2284.0
GALNT3	ENSG00000115339	MONDO_0100252	MONDO_0005066	pancreas	2265.0
MORC2	ENSG00000133422	MONDO_0009723	MONDO_0044970	musculature	2252.5
CA8	ENSG00000178538	MONDO_0000437	MONDO_0005071	brain	2241.0
TRIM32	ENSG00000119401	MONDO_0015152	MONDO_0002081	musculature	2236.0
DEPDC5	ENSG00000100150	MONDO_0005384	MONDO_0005071	brain	2230.0
IL11RA	ENSG00000137070	MONDO_0013615	MONDO_0002081	musculature	2230.0
SLC9A9	ENSG00000181804	MONDO_0005258	MONDO_0005071	spinal cord	2225.0
SLC52A2	ENSG00000185803	MONDO_0013867	MONDO_0005071	brain	2223.0
POR	ENSG00000127948	MONDO_0008726	MONDO_0002081	musculature	2223.0
VHL	ENSG00000134086	MONDO_0008667	MONDO_0005071	brain	2214.5
OPHN1	ENSG00000079482	MONDO_0010337	MONDO_0005071	brain	2206.0
OPA3	ENSG00000125741	MONDO_0008133	MONDO_0044970	brain	2193.0
SUFU	ENSG00000107882	MONDO_0007959	MONDO_0005071	brain	2181.0
CHM	ENSG00000188419	MONDO_0010557	MONDO_0005071	brain	2181.0
DCLRE1C	ENSG00000152457	MONDO_0011225	MONDO_0005046	immune organ	2180.0
MFSD8	ENSG00000164073	MONDO_0016295	MONDO_0005066	endocrine gland	2175.0
GAN	ENSG00000261609	MONDO_0009749	MONDO_0005071	brain	2172.5
PRPS1	ENSG00000147224	MONDO_0010395	MONDO_0005066	endocrine gland	2172.5
GJB6	ENSG00000121742	MONDO_0019497	MONDO_0005071	brain	2167.0
ALG13	ENSG00000101901	MONDO_0100062	MONDO_0005071	brain	2156.0
RPGR	ENSG00000156313	MONDO_0100437	MONDO_0005071	brain	2153.0
TTLL5	ENSG00000119685	MONDO_0019118	MONDO_0005071	spinal cord	2148.0
NAA15	ENSG00000164134	MONDO_0000508	MONDO_0005071	brain	2136.0
SLC26A2	ENSG00000155850	MONDO_0016648	MONDO_0002081	musculature	2129.0
MMACHC	ENSG00000132763	MONDO_0010184	MONDO_0005066	endocrine gland	2095.5
MYO3A	ENSG00000095777	MONDO_0019497	MONDO_0005071	brain	2093.0
TSFM	ENSG00000123297	MONDO_0009723	MONDO_0005066	endocrine gland	2081.0
CSNK2B	ENSG00000204435	MONDO_0032889	MONDO_0005071	brain	2080.0
DNAH1	ENSG00000114841	MONDO_0033204	MONDO_0005087	lung	2078.5
EDN3	ENSG00000124205	MONDO_0013201	MONDO_0004335	intestine	2070.0
ELOVL4	ENSG00000118402	MONDO_0700227	MONDO_0005071	brain	2066.0
FLAD1	ENSG00000160688	MONDO_0009703	MONDO_0002081	skeletal element	2064.0
KCNA2	ENSG00000177301	MONDO_0018614	MONDO_0005071	brain	2063.0
KCNA2	ENSG00000177301	MONDO_0100062	MONDO_0005071	brain	2063.0
TYR	ENSG00000077498	MONDO_0018135	MONDO_0002051	skin of body	2062.5
SLC22A5	ENSG00000197375	MONDO_0008919	MONDO_0005066	pancreas	2062.0
UPF3B	ENSG00000125351	MONDO_0100148	MONDO_0005071	brain	2054.0
PLCE1	ENSG00000138193	MONDO_0012546	MONDO_0002118	kidney	2053.5
DCAF17	ENSG00000115827	MONDO_0009419	MONDO_0005039	reproductive structure	2051.0
SMARCAL1	ENSG00000138375	MONDO_0009458	MONDO_0005046	immune organ	2043.0
CLN6	ENSG00000128973	MONDO_0016295	MONDO_0005071	brain	2042.0
ICOS	ENSG00000163600	MONDO_0015517	MONDO_0005046	immune organ	2039.0
SLX4	ENSG00000188827	MONDO_0013499	MONDO_0005046	immune organ	2036.0
NLGN4X	ENSG00000146938	MONDO_0100148	MONDO_0005071	brain	2024.5
SCN3A	ENSG00000153253	MONDO_0100062	MONDO_0005071	brain	2022.5
VLDLR	ENSG00000147852	MONDO_0024542	MONDO_0005071	spinal cord	2014.0
SLC19A3	ENSG00000135917	MONDO_0009723	MONDO_0005066	liver	2011.5
PPM1D	ENSG00000170836	MONDO_0000508	MONDO_0005071	brain	1988.0
MORC2	ENSG00000133422	MONDO_0014736	MONDO_0005071	nerve	1978.0
STAG1	ENSG00000118007	MONDO_0100038	MONDO_0005071	nerve	1975.0
DAO	ENSG00000110887	MONDO_0004976	MONDO_0005071	brain	1957.0
PEX2	ENSG00000164751	MONDO_0019234	MONDO_0005071	spinal cord	1954.0
ATG7	ENSG00000197548	MONDO_0030323	MONDO_0005071	brain	1952.0
NSDHL	ENSG00000147383	MONDO_0010441	MONDO_0005071	brain	1948.0
BRIP1	ENSG00000136492	MONDO_0012187	MONDO_0005046	immune organ	1946.0
MLH3	ENSG00000119684	MONDO_0013725	MONDO_0004335	mucosa	1945.0
GGCX	ENSG00000115486	MONDO_0015924	MONDO_0004995	heart	1944.5
CLCN2	ENSG00000114859	MONDO_0005027	MONDO_0005071	nerve	1937.0
ETHE1	ENSG00000105755	MONDO_0009723	MONDO_0005071	brain	1935.0
TBCK	ENSG00000145348	MONDO_0800439	MONDO_0005071	brain	1929.0
PIK3CA	ENSG00000121879	MONDO_0100283	MONDO_0005071	nerve	1927.0
PROM1	ENSG00000007062	MONDO_0019118	MONDO_0005071	brain	1924.0
AFF2	ENSG00000155966	MONDO_0019181	MONDO_0005071	brain	1921.0
CHAMP1	ENSG00000198824	MONDO_0100038	MONDO_0005071	brain	1913.5
PDSS2	ENSG00000164494	MONDO_0009723	MONDO_0044970	liver	1911.5
ERCC5	ENSG00000134899	MONDO_0010216	MONDO_0005066	liver	1911.0
ASXL2	ENSG00000143970	MONDO_0000508	MONDO_0005071	brain	1896.5
GFM2	ENSG00000164347	MONDO_0009723	MONDO_0005071	brain	1889.0
TCF7L2	ENSG00000148737	MONDO_0100038	MONDO_0005071	nerve	1885.0
EARS2	ENSG00000103356	MONDO_0009723	MONDO_0044970	liver	1883.5
FOXL1	ENSG00000176678	MONDO_0005453	MONDO_0004995	vasculature	1880.0
NR3C2	ENSG00000151623	MONDO_0008329	MONDO_0002118	kidney	1876.5
GNB4	ENSG00000114450	MONDO_0015626	MONDO_0005071	nerve	1873.0
BTD	ENSG00000169814	MONDO_0009723	MONDO_0044970	liver	1866.0
BTD	ENSG00000169814	MONDO_0009665	MONDO_0005066	liver	1866.0
MECR	ENSG00000116353	MONDO_0009723	MONDO_0044970	musculature	1861.0
COX10	ENSG00000006695	MONDO_0044970	MONDO_0044970	musculature	1856.5
COX10	ENSG00000006695	MONDO_0009723	MONDO_0044970	musculature	1856.5
IFT140	ENSG00000187535	MONDO_0004691	MONDO_0002118	bladder organ	1853.0
GEN1	ENSG00000178295	MONDO_0016248	MONDO_0005039	reproductive organ	1845.5
MYO1F	ENSG00000142347	MONDO_0019497	MONDO_0005071	spinal cord	1836.0
BLOC1S3	ENSG00000189114	MONDO_0013560	MONDO_0005570	blood	1835.0
BSND	ENSG00000162399	MONDO_0011242	MONDO_0002118	kidney	1829.0
ACY1	ENSG00000243989	MONDO_0012368	MONDO_0005066	liver	1828.5
MSH2	ENSG00000095002	MONDO_0005835	MONDO_0004335	intestine	1823.0
CYP2U1	ENSG00000155016	MONDO_0019064	MONDO_0005071	nerve	1820.0
MAPKBP1	ENSG00000137802	MONDO_0014997	MONDO_0002118	bladder organ	1809.0
SLC35A2	ENSG00000102100	MONDO_0100148	MONDO_0005071	brain	1804.0
ERCC2	ENSG00000104884	MONDO_0010212	MONDO_0005066	endocrine gland	1799.0
HAAO	ENSG00000162882	MONDO_0060554	MONDO_0004995	vasculature	1797.0
HLCS	ENSG00000159267	MONDO_0009666	MONDO_0005066	endocrine gland	1795.0
SUMF1	ENSG00000144455	MONDO_0010088	MONDO_0002081	musculature	1792.0
EFEMP2	ENSG00000172638	MONDO_0013754	MONDO_0002051	skin of body	1792.0
CSPP1	ENSG00000104218	MONDO_0014288	MONDO_0002081	musculature	1789.5
CCDC22	ENSG00000101997	MONDO_0010499	MONDO_0005071	brain	1784.0
FOLR1	ENSG00000110195	MONDO_0013110	MONDO_0005071	brain	1784.0
NDUFAF8	ENSG00000224877	MONDO_0009723	MONDO_0005071	brain	1777.0
PLAT	ENSG00000104368	MONDO_0012872	MONDO_0005570	blood	1768.5
FKTN	ENSG00000106692	MONDO_0700067	MONDO_0002081	musculature	1765.0
IKBKG	ENSG00000269335	MONDO_0010631	MONDO_0005071	brain	1756.0
IDUA	ENSG00000127415	MONDO_0001586	MONDO_0005066	pancreas	1748.0
TIMP3	ENSG00000100234	MONDO_0007640	MONDO_0005071	brain	1739.0
HOMER2	ENSG00000103942	MONDO_0019497	MONDO_0005071	brain	1738.0
F8	ENSG00000185010	MONDO_0010602	MONDO_0005570	spleen	1735.0
IKBKG	ENSG00000269335	MONDO_0100162	MONDO_0005046	immune organ	1730.0
DTNBP1	ENSG00000047579	MONDO_0013559	MONDO_0005570	blood	1720.5
KCNJ2	ENSG00000123700	MONDO_0000453	MONDO_0004995	heart	1719.0
KCNJ2	ENSG00000123700	MONDO_0002442	MONDO_0004995	heart	1719.0
KCNJ2	ENSG00000123700	MONDO_0005453	MONDO_0004995	heart	1719.0
KCNJ2	ENSG00000123700	MONDO_0017990	MONDO_0004995	heart	1719.0
TMEM237	ENSG00000155755	MONDO_0013745	MONDO_0005071	brain	1714.0
AP1S1	ENSG00000106367	MONDO_0012251	MONDO_0002051	skin of body	1710.0
EFNB1	ENSG00000090776	MONDO_0010570	MONDO_0002081	musculature	1706.0
MED27	ENSG00000160563	MONDO_0859137	MONDO_0005071	brain	1702.0
NFATC1	ENSG00000131196	MONDO_0005453	MONDO_0004995	heart	1690.0
HEY1	ENSG00000164683	MONDO_0005453	MONDO_0004995	heart	1683.0
SLC16A2	ENSG00000147100	MONDO_0010354	MONDO_0005071	brain	1679.0
KIFBP	ENSG00000198954	MONDO_0012280	MONDO_0004335	esophagus	1674.5
POLH	ENSG00000170734	MONDO_0010214	MONDO_0002051	skin of body	1661.5
HCN4	ENSG00000138622	MONDO_0011001	MONDO_0004995	heart	1658.0
HCN4	ENSG00000138622	MONDO_0019625	MONDO_0004995	heart	1658.0
COMP	ENSG00000105664	MONDO_0008322	MONDO_0002081	musculature	1656.0
COMP	ENSG00000105664	MONDO_0016648	MONDO_0002081	musculature	1656.0
ZNF711	ENSG00000147180	MONDO_0100148	MONDO_0005071	brain	1656.0
HACD1	ENSG00000165996	MONDO_0019952	MONDO_0002081	musculature	1654.5
TP53	ENSG00000141510	MONDO_0018875	MONDO_0005071	brain	1651.0
KCNH1	ENSG00000143473	MONDO_0100485	MONDO_0005071	brain	1644.0
CLN5	ENSG00000102805	MONDO_0016295	MONDO_0005066	endocrine gland	1643.5
PRKN	ENSG00000185345	MONDO_0005180	MONDO_0005071	brain	1633.0
TOPORS	ENSG00000197579	MONDO_0700233	MONDO_0005071	brain	1630.5
HAND1	ENSG00000113196	MONDO_0005453	MONDO_0004995	heart	1624.5
SOX9	ENSG00000125398	MONDO_0007134	MONDO_0002081	musculature	1617.0
SOX9	ENSG00000125398	MONDO_0007251	MONDO_0002081	musculature	1617.0
ADA2	ENSG00000093072	MONDO_0100317	MONDO_0003900	connective tissue	1615.0
MCPH1	ENSG00000147316	MONDO_0100200	MONDO_0005071	brain	1604.0
PIGO	ENSG00000165282	MONDO_0100038	MONDO_0005071	nerve	1602.0
TOPBP1	ENSG00000163781	MONDO_0015924	MONDO_0004995	heart	1564.0
ARX	ENSG00000004848	MONDO_0100062	MONDO_0005071	brain	1564.0
RINT1	ENSG00000135249	MONDO_0016248	MONDO_0005151	endocrine gland	1564.0
ARX	ENSG00000004848	MONDO_0100148	MONDO_0005071	brain	1564.0
FKRP	ENSG00000181027	MONDO_0700066	MONDO_0005066	endocrine gland	1557.0
PEX11A	ENSG00000166821	MONDO_0019234	MONDO_0005066	liver	1555.5
FOXP3	ENSG00000049768	MONDO_0010580	MONDO_0005046	immune organ	1552.0
RNASEH2C	ENSG00000172922	MONDO_0700258	MONDO_0003900	connective tissue	1550.0
GRIN2D	ENSG00000105464	MONDO_0100038	MONDO_0005071	brain	1550.0
MBD5	ENSG00000204406	MONDO_0100038	MONDO_0005071	brain	1549.0
BRWD3	ENSG00000165288	MONDO_0020119	MONDO_0005071	brain	1543.0
TTC21B	ENSG00000123607	MONDO_0013442	MONDO_0002118	kidney	1540.0
RNF168	ENSG00000163961	MONDO_0012764	MONDO_0005071	brain	1530.5
DOLK	ENSG00000175283	MONDO_0012556	MONDO_0002081	skeletal element	1524.0
TBK1	ENSG00000183735	MONDO_0014641	MONDO_0005071	brain	1522.5
NDUFAF5	ENSG00000101247	MONDO_0009723	MONDO_0044970	musculature	1517.0
NDUFAF5	ENSG00000101247	MONDO_0044970	MONDO_0044970	musculature	1517.0
ANKS6	ENSG00000165138	MONDO_0014158	MONDO_0002118	kidney	1514.5
TSFM	ENSG00000123297	MONDO_0044970	MONDO_0044970	liver	1512.5
PMS1	ENSG00000064933	MONDO_0005835	MONDO_0004335	mucosa	1505.0
TRIM37	ENSG00000108395	MONDO_0009664	MONDO_0005066	endocrine gland	1505.0
PRSS1	ENSG00000204983	MONDO_0008185	MONDO_0004335	intestine	1502.5
ORAI1	ENSG00000276045	MONDO_0008051	MONDO_0002081	skeletal element	1500.0
RAB39B	ENSG00000155961	MONDO_0010709	MONDO_0005071	brain	1498.0
AIFM1	ENSG00000156709	MONDO_0010378	MONDO_0005071	brain	1498.0
FANCE	ENSG00000112039	MONDO_0010953	MONDO_0005570	blood	1496.0
TET2	ENSG00000168769	MONDO_0015924	MONDO_0004995	vasculature	1492.0
KCNH5	ENSG00000140015	MONDO_0100207	MONDO_0005071	brain	1491.0
HMBS	ENSG00000256269	MONDO_0008294	MONDO_0004335	rectum	1478.5
SYNE4	ENSG00000181392	MONDO_0019497	MONDO_0005071	brain	1471.0
SLFN14	ENSG00000236320	MONDO_0014830	MONDO_0005570	blood	1467.0
GTPBP3	ENSG00000130299	MONDO_0009723	MONDO_0005066	endocrine gland	1467.0
PPOX	ENSG00000143224	MONDO_0008297	MONDO_0005066	endocrine gland	1461.0
VPS33A	ENSG00000139719	MONDO_0015012	MONDO_0002081	skeletal element	1457.0
ESCO2	ENSG00000171320	MONDO_0100253	MONDO_0002081	skeletal element	1444.0
MERTK	ENSG00000153208	MONDO_0800394	MONDO_0005071	nerve	1443.0
CASR	ENSG00000036828	MONDO_0007791	MONDO_0005066	pancreas	1437.0
CASR	ENSG00000036828	MONDO_0011013	MONDO_0005066	pancreas	1437.0
CAV3	ENSG00000182533	MONDO_0016146	MONDO_0002081	musculature	1434.0
RXYLT1	ENSG00000118600	MONDO_0018939	MONDO_0005071	brain	1434.0
CFAP43	ENSG00000197748	MONDO_0054723	MONDO_0005039	reproductive structure	1422.0
REN	ENSG00000143839	MONDO_0013128	MONDO_0002118	kidney	1421.0
REN	ENSG00000143839	MONDO_0009970	MONDO_0002118	kidney	1421.0
WNT5A	ENSG00000114251	MONDO_0008389	MONDO_0002081	musculature	1413.0
KCNJ5	ENSG00000120457	MONDO_0002442	MONDO_0004995	heart	1409.0
BMPR1B	ENSG00000138696	MONDO_0015924	MONDO_0004995	vasculature	1407.0
PYROXD1	ENSG00000121350	MONDO_0014993	MONDO_0002081	skeletal element	1405.0
FANCB	ENSG00000181544	MONDO_0010351	MONDO_0005570	blood	1405.0
AGA	ENSG00000038002	MONDO_0008830	MONDO_0002081	skeletal element	1399.0
LCA5	ENSG00000135338	MONDO_0100445	MONDO_0005071	brain	1392.0
CEMIP	ENSG00000103888	MONDO_0019497	MONDO_0005071	brain	1391.5
MSH3	ENSG00000113318	MONDO_0005835	MONDO_0004335	intestine	1390.0
RAB28	ENSG00000157869	MONDO_0100448	MONDO_0005071	spinal cord	1384.0
XPNPEP3	ENSG00000196236	MONDO_0013163	MONDO_0002118	kidney	1382.0
DLL1	ENSG00000198719	MONDO_0032877	MONDO_0005071	brain	1362.0
PALB2	ENSG00000083093	MONDO_0012565	MONDO_0005046	immune organ	1356.0
FASLG	ENSG00000117560	MONDO_0011158	MONDO_0005046	immune organ	1354.0
GOSR2	ENSG00000108433	MONDO_0020074	MONDO_0005071	brain	1350.0
PMM2	ENSG00000140650	MONDO_1030000	MONDO_0005066	pancreas	1347.0
PMM2	ENSG00000140650	MONDO_0008907	MONDO_0005066	pancreas	1347.0
NR3C2	ENSG00000151623	MONDO_0011517	MONDO_0700003	reproductive organ	1335.5
NDUFAF6	ENSG00000156170	MONDO_0009723	MONDO_0044970	musculature	1329.0
SERAC1	ENSG00000122335	MONDO_0009723	MONDO_0005066	pancreas	1305.0
SRPX2	ENSG00000102359	MONDO_0005027	MONDO_0005071	nerve	1304.0
XPA	ENSG00000136936	MONDO_0010210	MONDO_0005066	endocrine gland	1304.0
GEMIN5	ENSG00000082516	MONDO_0859152	MONDO_0005071	nerve	1304.0
FLVCR1	ENSG00000162769	MONDO_0100449	MONDO_0005071	brain	1295.0
CNTN6	ENSG00000134115	MONDO_0100038	MONDO_0005071	brain	1294.0
VKORC1	ENSG00000167397	MONDO_0011837	MONDO_0005570	blood	1280.0
WWOX	ENSG00000186153	MONDO_0100062	MONDO_0005071	brain	1280.0
ITPA	ENSG00000125877	MONDO_0100062	MONDO_0005071	brain	1271.0
INVS	ENSG00000119509	MONDO_0011190	MONDO_0002118	kidney	1259.0
KCNQ4	ENSG00000117013	MONDO_0019497	MONDO_0005071	brain	1244.0
TBC1D8B	ENSG00000133138	MONDO_0026726	MONDO_0002118	bladder organ	1236.0
NEXMIF	ENSG00000050030	MONDO_0100148	MONDO_0005071	brain	1228.0
HNF1A	ENSG00000135100	MONDO_0015967	MONDO_0005066	liver	1224.5
BSCL2	ENSG00000168000	MONDO_0018894	MONDO_0005071	brain	1211.0
REEP6	ENSG00000115255	MONDO_0019118	MONDO_0005071	brain	1209.0
BRIP1	ENSG00000136492	MONDO_0016248	MONDO_0005151	endocrine gland	1187.0
PRICKLE1	ENSG00000139174	MONDO_0020074	MONDO_0005071	nerve	1185.0
PRICKLE1	ENSG00000139174	MONDO_0005027	MONDO_0005071	nerve	1185.0
DNAH8	ENSG00000124721	MONDO_0033673	MONDO_0005039	reproductive structure	1183.5
POLD1	ENSG00000062822	MONDO_0100351	MONDO_0004335	intestine	1183.0
SORD	ENSG00000140263	MONDO_0015626	MONDO_0005071	brain	1182.5
PET100	ENSG00000229833	MONDO_0009723	MONDO_0044970	brain	1177.5
MUTYH	ENSG00000132781	MONDO_0016248	MONDO_0005039	reproductive organ	1154.0
EYA4	ENSG00000112319	MONDO_0019497	MONDO_0005071	brain	1150.5
MCM10	ENSG00000065328	MONDO_0030266	MONDO_0005046	immune organ	1150.0
PIGL	ENSG00000108474	MONDO_0000508	MONDO_0005071	nerve	1150.0
IFIH1	ENSG00000115267	MONDO_0700262	MONDO_0003900	connective tissue	1148.0
TMLHE	ENSG00000185973	MONDO_0005258	MONDO_0005071	brain	1142.0
CNGB1	ENSG00000070729	MONDO_0800403	MONDO_0005071	brain	1141.0
LAT	ENSG00000213658	MONDO_0044721	MONDO_0005046	immune organ	1130.0
SOX17	ENSG00000164736	MONDO_0015924	MONDO_0004995	heart	1126.5
PRPH2	ENSG00000112619	MONDO_0019118	MONDO_0005071	brain	1126.0
HPS6	ENSG00000166189	MONDO_0013558	MONDO_0005570	blood	1126.0
LAMC3	ENSG00000050555	MONDO_0100038	MONDO_0005071	brain	1125.0
MYO1A	ENSG00000166866	MONDO_0019497	MONDO_0005071	spinal cord	1108.0
AMER1	ENSG00000184675	MONDO_0010310	MONDO_0002081	musculature	1098.0
PMS2	ENSG00000122512	MONDO_0010159	MONDO_0005066	endocrine gland	1096.0
ERCC4	ENSG00000175595	MONDO_0010215	MONDO_0005066	endocrine gland	1092.0
MPZL2	ENSG00000149573	MONDO_0019497	MONDO_0005071	nerve	1089.0
NDUFAF2	ENSG00000164182	MONDO_0009723	MONDO_0044970	musculature	1083.0
NDUFAF2	ENSG00000164182	MONDO_0044970	MONDO_0044970	musculature	1083.0
LEFTY2	ENSG00000143768	MONDO_0005453	MONDO_0004995	vasculature	1077.5
CAV3	ENSG00000182533	MONDO_0002442	MONDO_0004995	heart	1077.0
FARS2	ENSG00000145982	MONDO_0009723	MONDO_0005066	endocrine gland	1059.0
KCNJ11	ENSG00000187486	MONDO_0015967	MONDO_0004335	stomach	1041.5
BLM	ENSG00000197299	MONDO_0005575	MONDO_0004335	intestine	1032.0
ATP7A	ENSG00000165240	MONDO_0010338	MONDO_0005071	brain	1031.5
MPL	ENSG00000117400	MONDO_0800452	MONDO_0005570	blood	1017.0
MPL	ENSG00000117400	MONDO_0011173	MONDO_0005570	blood	1017.0
CFB	ENSG00000243649	MONDO_0013042	MONDO_0005570	blood	1007.0
SCN9A	ENSG00000169432	MONDO_0005027	MONDO_0005071	brain	1003.0
POU3F4	ENSG00000196767	MONDO_0019497	MONDO_0005071	brain	992.0
GCK	ENSG00000106633	MONDO_0015967	MONDO_0005066	endocrine gland	989.0
WT1	ENSG00000184937	MONDO_0008679	MONDO_0002118	kidney	948.5
CHRNA2	ENSG00000120903	MONDO_0017615	MONDO_0005071	brain	945.0
CHRNA2	ENSG00000120903	MONDO_0000030	MONDO_0005071	brain	945.0
CHEK2	ENSG00000183765	MONDO_0016248	MONDO_0005151	endocrine gland	941.0
NDP	ENSG00000124479	MONDO_0010691	MONDO_0005071	brain	939.0
MUTYH	ENSG00000132781	MONDO_0005575	MONDO_0004335	intestine	930.0
ESPN	ENSG00000187017	MONDO_0019497	MONDO_0005071	brain	929.0
KIF26A	ENSG00000066735	MONDO_0000904	MONDO_0005071	brain	927.0
MBTPS2	ENSG00000012174	MONDO_0100213	MONDO_0002051	skin of body	921.0
CFB	ENSG00000243649	MONDO_0013892	MONDO_0002118	bladder organ	898.0
ADAMTS13	ENSG00000160323	MONDO_0010122	MONDO_0005046	immune organ	889.0
AR	ENSG00000169083	MONDO_0010735	MONDO_0005071	nerve	886.0
ARMC2	ENSG00000118690	MONDO_0032748	MONDO_0005039	reproductive structure	884.5
NUBPL	ENSG00000151413	MONDO_0009723	MONDO_0005066	endocrine gland	882.0
ZNF341	ENSG00000131061	MONDO_0032654	MONDO_0005570	blood	882.0
BSCL2	ENSG00000168000	MONDO_0006573	MONDO_0005066	endocrine gland	870.0
UPK3A	ENSG00000100373	MONDO_0019719	MONDO_0002118	bladder organ	863.0
NPHP3	ENSG00000113971	MONDO_0019005	MONDO_0002118	bladder organ	862.0
CHEK1	ENSG00000149554	MONDO_0016248	MONDO_0005151	endocrine gland	862.0
NPHP4	ENSG00000131697	MONDO_0011752	MONDO_0002118	kidney	849.5
CIB2	ENSG00000136425	MONDO_0019497	MONDO_0005071	brain	847.0
CERKL	ENSG00000188452	MONDO_0800401	MONDO_0005071	brain	842.0
CLN3	ENSG00000188603	MONDO_0016295	MONDO_0005066	endocrine gland	835.0
PPARG	ENSG00000132170	MONDO_0006573	MONDO_0005066	endocrine gland	830.5
TGFB2	ENSG00000092969	MONDO_0019625	MONDO_0004995	vasculature	815.5
SDHAF2	ENSG00000167985	MONDO_0017366	MONDO_0005151	endocrine gland	815.0
SMG8	ENSG00000167447	MONDO_0859136	MONDO_0005071	brain	813.0
CHEK2	ENSG00000183765	MONDO_0018630	MONDO_0004335	rectum	813.0
RP2	ENSG00000102218	MONDO_0100442	MONDO_0005071	spinal cord	811.0
ZNF41	ENSG00000147124	MONDO_0019181	MONDO_0005071	brain	808.0
RFXAP	ENSG00000133111	MONDO_0008855	MONDO_0005046	immune organ	799.0
COL2A1	ENSG00000139219	MONDO_0007160	MONDO_0005071	brain	789.0
F12	ENSG00000131187	MONDO_0009315	MONDO_0005570	blood	780.5
PEX7	ENSG00000112357	MONDO_0019234	MONDO_0005066	endocrine gland	777.0
MTFMT	ENSG00000103707	MONDO_0009723	MONDO_0005071	brain	761.0
NFATC2	ENSG00000101096	MONDO_0005453	MONDO_0004995	heart	756.0
STIL	ENSG00000123473	MONDO_0016660	MONDO_0005071	brain	750.5
NMNAT1	ENSG00000173614	MONDO_0800101	MONDO_0005071	brain	747.0
PEX11G	ENSG00000104883	MONDO_0019234	MONDO_0005066	endocrine gland	743.0
OCA2	ENSG00000104044	MONDO_0008746	MONDO_0002051	skin of body	735.0
TMIE	ENSG00000181585	MONDO_0019497	MONDO_0005071	brain	721.0
GPR179	ENSG00000277399	MONDO_0800396	MONDO_0005071	brain	711.0
SMAD1	ENSG00000170365	MONDO_0005453	MONDO_0004995	heart	705.0
SMAD1	ENSG00000170365	MONDO_0015924	MONDO_0004995	heart	705.0
NEK8	ENSG00000160602	MONDO_0004691	MONDO_0002118	kidney	703.0
TBXA2R	ENSG00000006638	MONDO_0001197	MONDO_0005570	blood	699.0
ABCA4	ENSG00000198691	MONDO_0800406	MONDO_0005071	brain	695.0
MATR3	ENSG00000280987	MONDO_0018951	MONDO_0002081	skeletal element	693.0
S1PR2	ENSG00000267534	MONDO_0019497	MONDO_0005071	nerve	691.0
PROK2	ENSG00000163421	MONDO_0012528	MONDO_0005039	reproductive organ	683.5
CEP152	ENSG00000103995	MONDO_0100346	MONDO_0005071	nerve	673.0
PEX12	ENSG00000108733	MONDO_0019234	MONDO_0005066	endocrine gland	672.0
LINS1	ENSG00000140471	MONDO_0100038	MONDO_0005071	brain	671.0
ASXL3	ENSG00000141431	MONDO_0000508	MONDO_0005071	brain	669.5
ZC4H2	ENSG00000126970	MONDO_0020119	MONDO_0005071	brain	664.0
P2RY12	ENSG00000169313	MONDO_0012354	MONDO_0005570	blood	661.5
ANOS1	ENSG00000011201	MONDO_0010635	MONDO_0005151	endocrine gland	659.5
ZIC1	ENSG00000152977	MONDO_0014705	MONDO_0002081	musculature	650.0
BTK	ENSG00000010671	MONDO_0010615	MONDO_0005039	reproductive structure	649.0
CRADD	ENSG00000169372	MONDO_0000508	MONDO_0005071	brain	644.0
TECTA	ENSG00000109927	MONDO_0019497	MONDO_0005071	brain	643.0
CLIC2	ENSG00000155962	MONDO_0100148	MONDO_0005071	nerve	638.0
CNGA3	ENSG00000144191	MONDO_0800102	MONDO_0005071	brain	631.0
WDR62	ENSG00000075702	MONDO_0011435	MONDO_0005071	brain	620.0
PMS2	ENSG00000122512	MONDO_0005835	MONDO_0004335	intestine	615.0
HGF	ENSG00000019991	MONDO_0019497	MONDO_0005071	nerve	610.0
RNASEH2A	ENSG00000104889	MONDO_0700259	MONDO_0003900	connective tissue	601.0
ZDHHC15	ENSG00000102383	MONDO_0100148	MONDO_0005071	brain	597.5
ASPM	ENSG00000066279	MONDO_0016660	MONDO_0005071	brain	596.5
LHFPL5	ENSG00000197753	MONDO_0019497	MONDO_0005071	brain	589.0
