gene_id	gene_name	disease_label	mondo_disease_id	gene_id_mouse	mp_ancestor_id	mp_ancestor_label	mp_id	mp_label	mouse_phenotype
ENSG00000101210	EEF1A2	complex neurodevelopmental disorder	MONDO_0100038	ENSMUSG00000016349	MP_0003631	nervous system phenotype	MP_0002183;MP_0000951;MP_0003444;MP_0003990;MP_0000937;MP_0002229;MP_0002914;MP_0000921;MP_0000876;MP_0005112;MP_0000938;MP_0001052;MP_0001053;MP_0000955	gliosis;sporadic seizures;abnormal neurotransmitter uptake;decreased neurotransmitter release;abnormal motor neuron morphology;neurodegeneration;abnormal endplate potential;demyelination;Purkinje cell degeneration;abnormal spinal cord ventral horn morphology;motor neuron degeneration;abnormal innervation pattern to muscle;abnormal neuromuscular synapse morphology;abnormal spinal cord morphology	True
ENSG00000101266	CSNK2A1	syndromic intellectual disability	MONDO_0000508	ENSMUSG00000074698	MP_0003631	nervous system phenotype	MP_0012089;MP_0000934;MP_0012263;MP_0008784;MP_0000928;MP_0003720;MP_0012138	decreased midbrain size;abnormal telencephalon development;decreased hindbrain size;craniorachischisis;incomplete rostral neuropore closure;abnormal neural tube closure;decreased forebrain size	True
ENSG00000101292	PROKR2	hypogonadotropic hypogonadism 3 with or without anosmia	MONDO_0009482	ENSMUSG00000050558	MP_0005379	endocrine/exocrine gland phenotype	MP_0004852;MP_0005536;MP_0002216;MP_0001153;MP_0003205;MP_0000627;MP_0001134;MP_0004833;MP_0004856;MP_0001129	decreased testis weight;decreased Leydig cell number;abnormal seminiferous tubule morphology;small seminiferous tubules;testicular atrophy;abnormal mammary gland morphology;absent corpus luteum;ovary atrophy;decreased ovary weight;impaired ovarian folliculogenesis	True
ENSG00000101292	PROKR2	hypogonadotropic hypogonadism 3 with or without anosmia	MONDO_0009482	ENSMUSG00000050558	MP_0005389	reproductive system phenotype	MP_0004852;MP_0005536;MP_0002216;MP_0004894;MP_0005159;MP_0001153;MP_0003205;MP_0001145;MP_0008261;MP_0001134;MP_0004895;MP_0004833;MP_0001119;MP_0004856;MP_0001129	decreased testis weight;decreased Leydig cell number;abnormal seminiferous tubule morphology;uterus atrophy;azoospermia;small seminiferous tubules;testicular atrophy;abnormal male reproductive system morphology;arrest of male meiosis;absent corpus luteum;vagina atrophy;ovary atrophy;abnormal female reproductive system morphology;decreased ovary weight;impaired ovarian folliculogenesis	True
ENSG00000101365	IDH3B	IDH3B-related retinopathy	MONDO_0800393	ENSMUSG00000027406	MP_0005386	behavior/neurological phenotype	MP_0001399;MP_0001513;MP_0002574;MP_0001523	hyperactivity;limb grasping;increased vertical activity;impaired righting response	True
ENSG00000101365	IDH3B	IDH3B-related retinopathy	MONDO_0800393	ENSMUSG00000027406	MP_0005391	vision/eye phenotype	MP_0001325	abnormal retina morphology	True
ENSG00000101384	JAG1	Alagille syndrome due to a JAG1 point mutation	MONDO_0016862	ENSMUSG00000027276	MP_0005378	growth/size/body region phenotype	MP_0001265;MP_0003984;MP_0008489;MP_0000445;MP_0001698;MP_0001262	decreased body size;embryonic growth retardation;slow postnatal weight gain;short snout;decreased embryo size;decreased body weight	True
ENSG00000101384	JAG1	Alagille syndrome due to a JAG1 point mutation	MONDO_0016862	ENSMUSG00000027276	MP_0005381	digestive/alimentary phenotype	MP_0003868	abnormal feces composition	True
ENSG00000101384	JAG1	Alagille syndrome due to a JAG1 point mutation	MONDO_0016862	ENSMUSG00000027276	MP_0005382	craniofacial phenotype	MP_0000445	short snout	True
ENSG00000101384	JAG1	Alagille syndrome due to a JAG1 point mutation	MONDO_0016862	ENSMUSG00000027276	MP_0005385	cardiovascular system phenotype	MP_0009820;MP_0010402;MP_0000292;MP_0000291;MP_0001914;MP_0003229;MP_0001614;MP_0000259;MP_0010403;MP_0001915	abnormal liver vasculature morphology;ventricular septal defect;distended pericardium;enlarged pericardium;hemorrhage;abnormal vitelline vasculature morphology;abnormal blood vessel morphology;abnormal vascular development;atrial septal defect;intracranial hemorrhage	True
ENSG00000101384	JAG1	Alagille syndrome due to a JAG1 point mutation	MONDO_0016862	ENSMUSG00000027276	MP_0005391	vision/eye phenotype	MP_0001322;MP_0001319;MP_0001297;MP_0001306;MP_0010714;MP_0002092;MP_0006241;MP_0001314	abnormal iris morphology;irregularly shaped pupil;microphthalmia;small lens;iris coloboma;abnormal eye morphology;abnormal placement of pupils;cornea opacity	True
ENSG00000101577	LPIN2	Majeed syndrome	MONDO_0012316	ENSMUSG00000024052	MP_0005387	immune system phenotype	MP_0000702	enlarged lymph nodes	True
ENSG00000101577	LPIN2	Majeed syndrome	MONDO_0012316	ENSMUSG00000024052	MP_0005397	hematopoietic system phenotype	MP_0005562;MP_0002599;MP_0005642;MP_0001577;MP_0002447;MP_0010067;MP_0002874	decreased mean corpuscular hemoglobin;increased mean platelet volume;decreased mean corpuscular hemoglobin concentration;anemia;abnormal erythrocyte morphology;increased red blood cell distribution width;decreased hemoglobin content	True
ENSG00000101596	SMCHD1	arhinia, choanal atresia, and microphthalmia	MONDO_0011323	ENSMUSG00000024054	MP_0005389	reproductive system phenotype	MP_0004256	abnormal maternal decidual layer morphology	True
ENSG00000101665	SMAD7	congenital heart disease	MONDO_0005453	ENSMUSG00000025880	MP_0005378	growth/size/body region phenotype	MP_0001262;MP_0001265;MP_0000111;MP_0009703	decreased body weight;decreased body size;cleft palate;decreased birth body size	True
ENSG00000101665	SMAD7	congenital heart disease	MONDO_0005453	ENSMUSG00000025880	MP_0005385	cardiovascular system phenotype	MP_0003898;MP_0021160;MP_0000267;MP_0004067;MP_0005140;MP_0004110;MP_0005294;MP_0010506;MP_0001636;MP_0000297;MP_0010402;MP_0002925;MP_0006354;MP_0002128	QRS群の異常;decreased heart right ventricle wall thickness;abnormal heart development;abnormal trabecula carnea morphology;decreased cardiac muscle contractility;transposition of great arteries;abnormal heart ventricle morphology;RR間隔延長;irregular heartbeat;abnormal atrioventricular cushion morphology;ventricular septal defect;abnormal cardiovascular development;abnormal fourth pharyngeal arch artery morphology;abnormal blood circulation	True
ENSG00000101752	MIB1	dilated cardiomyopathy	MONDO_0005021	ENSMUSG00000024294	MP_0005385	cardiovascular system phenotype	MP_0000260;MP_0003229;MP_0000269;MP_0000364;MP_0000292;MP_0004787;MP_0000262;MP_0001614;MP_0001787;MP_0002128;MP_0012253;MP_0000272;MP_0004251;MP_0002188;MP_0012254	abnormal angiogenesis;abnormal vitelline vasculature morphology;abnormal heart looping;abnormal vascular regression;distended pericardium;abnormal dorsal aorta morphology;poor arterial differentiation;abnormal blood vessel morphology;pericardial edema;abnormal blood circulation;abnormal intersomitic vessel morphology;abnormal aorta morphology;(心臓発生における)ループ化の失敗;small heart;absent intersomitic vessels	True
ENSG00000101871	MID1	X-linked Opitz G/BBB syndrome	MONDO_0010222	ENSMUSG00000035299	MP_0005378	growth/size/body region phenotype	MP_0003960;MP_0003068;MP_0002833	increased lean body mass;enlarged kidney;increased heart weight	True
ENSG00000101871	MID1	X-linked Opitz G/BBB syndrome	MONDO_0010222	ENSMUSG00000035299	MP_0005391	vision/eye phenotype	MP_0001289	persistence of hyaloid vascular system	True
ENSG00000101901	ALG13	developmental and epileptic encephalopathy	MONDO_0100062	ENSMUSG00000041718	MP_0003631	nervous system phenotype	MP_0003354;MP_0004859;MP_0003240;MP_0009358;MP_0002906	astrocytosis;abnormal synaptic plasticity;loss of hippocampal neurons;environmentally induced seizures;increased susceptibility to pharmacologically induced seizures	True
ENSG00000101981	F9	hemophilia B	MONDO_0010604	ENSMUSG00000031138	MP_0005397	hematopoietic system phenotype	MP_0000208;MP_0000691	decreased hematocrit;enlarged spleen	True
ENSG00000101981	F9	thrombophilia, X-linked, due to factor 9 defect	MONDO_0010432	ENSMUSG00000031138	MP_0005397	hematopoietic system phenotype	MP_0000208;MP_0000691	decreased hematocrit;enlarged spleen	True
ENSG00000101986	ABCD1	adrenoleukodystrophy	MONDO_0018544	ENSMUSG00000031378	MP_0003631	nervous system phenotype	MP_0003354;MP_0000136;MP_0000955;MP_0003633;MP_0002182;MP_0001106;MP_0005405;MP_0000920;MP_0005403	astrocytosis;abnormal microglial cell morphology;abnormal spinal cord morphology;abnormal nervous system physiology;abnormal astrocyte morphology;abnormal Schwann cell morphology;axon degeneration;abnormal myelination;abnormal nerve conduction	True
ENSG00000101986	ABCD1	adrenoleukodystrophy	MONDO_0018544	ENSMUSG00000031378	MP_0005379	endocrine/exocrine gland phenotype	MP_0008288;MP_0008294;MP_0008295	abnormal adrenal cortex morphology;abnormal adrenal gland zona fasciculata morphology;abnormal adrenal gland zona reticularis morphology	True
ENSG00000101986	ABCD1	adrenoleukodystrophy	MONDO_0018544	ENSMUSG00000031378	MP_0005386	behavior/neurological phenotype	MP_0001405;MP_0003313;MP_0002757;MP_0001516	impaired coordination;abnormal locomotor activation;decreased vertical activity;abnormal motor coordination/balance	True
ENSG00000102001	CACNA1F	CACNA1F-related retinopathy	MONDO_0700243	ENSMUSG00000031142	MP_0003631	nervous system phenotype	MP_0000968;MP_0004811;MP_0001006;MP_0008444;MP_0006068;MP_0006073;MP_0008446;MP_0008450;MP_0001333;MP_0009538;MP_0008451;MP_0008056;MP_0006074	abnormal sensory neuron innervation pattern;abnormal neuron physiology;abnormal retina cone cell morphology;retina cone cell degeneration;abnormal retina horizontal cell morphology;abnormal retina bipolar cell morphology;decreased retina cone cell number;retina photoreceptor degeneration;absent optic nerve;abnormal synapse morphology;retina rod cell degeneration;abnormal retina ganglion cell morphology;abnormal retina rod bipolar cell morphology	True
ENSG00000102001	CACNA1F	CACNA1F-related retinopathy	MONDO_0700243	ENSMUSG00000031142	MP_0005386	behavior/neurological phenotype	MP_0001399	hyperactivity	True
ENSG00000102001	CACNA1F	CACNA1F-related retinopathy	MONDO_0700243	ENSMUSG00000031142	MP_0005391	vision/eye phenotype	MP_0010749;MP_0003734;MP_0004022;MP_0020439;MP_0012671;MP_0001006;MP_0008444;MP_0004021;MP_0006068;MP_0012029;MP_0006073;MP_0012034;MP_0006072;MP_0008446;MP_0012035;MP_0003732;MP_0008450;MP_0009392;MP_0001333;MP_0008519;MP_0005551;MP_0008451;MP_0002092;MP_0008056;MP_0030005;MP_0008520;MP_0005253;MP_0006069;MP_0012143;MP_0001325;MP_0002090;MP_0003731;MP_0006074;MP_0002864;MP_0008518;MP_0012144;MP_0002001;MP_0008515	absent visual evoked potential;abnormal retina inner plexiform layer morphology;abnormal cone electrophysiology;absent b-wave;retina spots;abnormal retina cone cell morphology;retina cone cell degeneration;abnormal rod electrophysiology;abnormal retina horizontal cell morphology;abnormal electroretinogram waveform feature;abnormal retina bipolar cell morphology;abnormal a-wave shape;abnormal retina apoptosis;decreased retina cone cell number;abnormal b-wave shape;abnormal retina outer plexiform layer morphology;retina photoreceptor degeneration;retina gliosis;absent optic nerve;thin retina outer plexiform layer;abnormal eye electrophysiology;retina rod cell degeneration;abnormal eye morphology;abnormal retina ganglion cell morphology;increased retina apoptosis;disorganized retina outer plexiform layer;abnormal eye physiology;abnormal retina neuronal layer morphology;a波振幅の減小;abnormal retina morphology;abnormal vision;abnormal retina outer nuclear layer morphology;abnormal retina rod bipolar cell morphology;abnormal ocular fundus morphology;retina outer nuclear layer degeneration;b波振幅の減衰;blindness;thin retina outer nuclear layer	True
ENSG00000102003	SYP	non-syndromic X-linked intellectual disability	MONDO_0019181	ENSMUSG00000031144	MP_0005386	behavior/neurological phenotype	MP_0002574	increased vertical activity	True
ENSG00000102030	NAA10	NAA10-related syndrome	MONDO_0100124	ENSMUSG00000031388	MP_0003631	nervous system phenotype	MP_0001891;MP_0002152	hydrocephaly;abnormal brain morphology	True
ENSG00000102030	NAA10	NAA10-related syndrome	MONDO_0100124	ENSMUSG00000031388	MP_0005386	behavior/neurological phenotype	MP_0010052	increased grip strength	True
ENSG00000102038	SMARCA1	X-linked intellectual disability	MONDO_0100284	ENSMUSG00000031099	MP_0003631	nervous system phenotype	MP_0014560;MP_0000934;MP_0004948;MP_0002176;MP_0009937;MP_0000788;MP_0000789	increased cortical ventricular zone cell density;abnormal telencephalon development;abnormal neuronal precursor proliferation;increased brain weight;abnormal neuron differentiation;abnormal cerebral cortex morphology;thickened cerebral cortex	True
ENSG00000102103	PQBP1	Renpenning syndrome	MONDO_0010653	ENSMUSG00000031157	MP_0003631	nervous system phenotype	MP_0004981;MP_0006254;MP_0004979;MP_0002175	decreased neuronal precursor cell number;thin cerebral cortex;abnormal neuronal precursor cell number;decreased brain weight	True
ENSG00000102104	RS1	X-linked retinoschisis	MONDO_0010725	ENSMUSG00000031293	MP_0003631	nervous system phenotype	MP_0003729;MP_0001004;MP_0008580;MP_0002182;MP_0008581;MP_0002184;MP_0003730;MP_0008446;MP_0014333;MP_0020816;MP_0004811;MP_0008585;MP_0005547;MP_0005240;MP_0008582;MP_0008586;MP_0008587;MP_0001006	abnormal photoreceptor outer segment morphology;abnormal retina photoreceptor morphology;photoreceptor inner segment degeneration;abnormal astrocyte morphology;disorganized photoreceptor inner segment;abnormal innervation;abnormal photoreceptor inner segment morphology;decreased retina cone cell number;short retina cone cell outer segment;decreased photoreceptor outer segment number;abnormal neuron physiology;absent photoreceptor outer segment;abnormal Muller cell morphology;abnormal amacrine cell morphology;short photoreceptor inner segment;disorganized photoreceptor outer segment;short photoreceptor outer segment;abnormal retina cone cell morphology	True
ENSG00000102104	RS1	X-linked retinoschisis	MONDO_0010725	ENSMUSG00000031293	MP_0005391	vision/eye phenotype	MP_0001325;MP_0004022;MP_0003729;MP_0006069;MP_0001004;MP_0012143;MP_0008580;MP_0003727;MP_0008581;MP_0003730;MP_0012029;MP_0012144;MP_0008446;MP_0014333;MP_0020816;MP_0008585;MP_0002864;MP_0003728;MP_0003731;MP_0003733;MP_0005547;MP_0005240;MP_0008512;MP_0008516;MP_0008515;MP_0008518;MP_0005201;MP_0008520;MP_0001328;MP_0008582;MP_0008586;MP_0003732;MP_0008587;MP_0001006;MP_0005551	abnormal retina morphology;abnormal cone electrophysiology;abnormal photoreceptor outer segment morphology;abnormal retina neuronal layer morphology;abnormal retina photoreceptor morphology;a波振幅の減小;photoreceptor inner segment degeneration;abnormal retina layer morphology;disorganized photoreceptor inner segment;abnormal photoreceptor inner segment morphology;abnormal electroretinogram waveform feature;b波振幅の減衰;decreased retina cone cell number;short retina cone cell outer segment;decreased photoreceptor outer segment number;absent photoreceptor outer segment;abnormal ocular fundus morphology;abnormal retina photoreceptor layer morphology;abnormal retina outer nuclear layer morphology;abnormal retina inner nuclear layer morphology;abnormal Muller cell morphology;abnormal amacrine cell morphology;disorganized retina inner nuclear layer;disorganized retina outer nuclear layer;thin retina outer nuclear layer;retina outer nuclear layer degeneration;abnormal retina pigment epithelium morphology;disorganized retina outer plexiform layer;disorganized retina layers;short photoreceptor inner segment;disorganized photoreceptor outer segment;abnormal retina outer plexiform layer morphology;short photoreceptor outer segment;abnormal retina cone cell morphology;abnormal eye electrophysiology	True
ENSG00000102145	GATA1	GATA1-Related X-Linked Cytopenia	MONDO_0100089	ENSMUSG00000031162	MP_0005397	hematopoietic system phenotype	MP_0000245;MP_0002123;MP_0004952;MP_0001606;MP_0000240;MP_0000689;MP_0000691;MP_0001577;MP_0008254;MP_0000208;MP_0003179;MP_0002643;MP_0009246;MP_0002416;MP_0004984;MP_0000228;MP_0003405;MP_0001601;MP_0002413;MP_0005012;MP_0002875;MP_0005097;MP_0000217;MP_0005016;MP_0008479;MP_0002356;MP_0008801;MP_0000219;MP_0002596;MP_0004229;MP_0008477;MP_0000229;MP_0002417;MP_0001545;MP_0008973;MP_0003135;MP_0006410;MP_0000333;MP_0009338;MP_0002599;MP_0010178	abnormal erythropoiesis;abnormal definitive hematopoiesis;increased spleen weight;impaired hematopoiesis;extramedullary hematopoiesis;abnormal spleen morphology;enlarged spleen;anemia;increased megakaryocyte cell number;decreased hematocrit;thrombocytopenia;poikilocytosis;pale spleen;abnormal proerythroblast morphology;increased osteoclast cell number;abnormal thrombopoiesis;abnormal platelet shape;abnormal myelopoiesis;abnormal megakaryocyte progenitor cell morphology;decreased eosinophil cell number;decreased erythrocyte cell number;polychromatophilia;abnormal leukocyte cell number;decreased lymphocyte cell number;decreased spleen white pulp amount;abnormal spleen red pulp morphology;abnormal erythroid progenitor cell morphology;increased neutrophil cell number;abnormal hematocrit;abnormal embryonic erythropoiesis;decreased spleen red pulp amount;abnormal megakaryocyte differentiation;abnormal megakaryocyte morphology;abnormal hematopoietic system physiology;decreased erythroid progenitor cell number;increased erythroid progenitor cell number;abnormal common myeloid progenitor cell morphology;decreased bone marrow cell number;increased splenocyte number;increased mean platelet volume;increased number of Howell-Jolly bodies	True
ENSG00000102218	RP2	RP2-related retinopathy	MONDO_0100442	ENSMUSG00000060090	MP_0003631	nervous system phenotype	MP_0008446;MP_0008586;MP_0001004	decreased retina cone cell number;disorganized photoreceptor outer segment;abnormal retina photoreceptor morphology	True
ENSG00000102218	RP2	RP2-related retinopathy	MONDO_0100442	ENSMUSG00000060090	MP_0005391	vision/eye phenotype	MP_0012029;MP_0008515;MP_0004021;MP_0012144;MP_0031606;MP_0008446;MP_0008586;MP_0004022;MP_0012143;MP_0001004;MP_0005253;MP_0002090;MP_0012031	abnormal electroretinogram waveform feature;thin retina outer nuclear layer;abnormal rod electrophysiology;b波振幅の減衰;increased susceptibility to age-related retinal degeneration;decreased retina cone cell number;disorganized photoreceptor outer segment;abnormal cone electrophysiology;a波振幅の減小;abnormal retina photoreceptor morphology;abnormal eye physiology;abnormal vision;abnormal b-wave amplitude	True
ENSG00000102245	CD40LG	hyper-IgM syndrome type 1	MONDO_0010626	ENSMUSG00000031132	MP_0005387	immune system phenotype	MP_0005364;MP_0005002;MP_0005092;MP_0004816;MP_0002460;MP_0002491;MP_0008495;MP_0002722;MP_0001790;MP_0004804;MP_0008101;MP_0001807;MP_0008918;MP_0003628;MP_0005466;MP_0008498;MP_0002145;MP_0002339;MP_0001835;MP_0002420;MP_0008497;MP_0008396;MP_0008074;MP_0001805;MP_0002492;MP_0008474;MP_0004974;MP_0000685;MP_0008523	increased susceptibility to prion infection;T細胞クローン除去の異常;decreased double-positive T cell number;abnormal class switch recombination;decreased immunoglobulin level;IgD値低下;IgG1値低下;abnormal immune system organ morphology;abnormal immune system physiology;decreased susceptibility to autoimmune diabetes;lymph node hypoplasia;IgA値低下;microgliosis;abnormal leukocyte adhesion;Th2細胞の生理異常;IgG3値低下;T細胞分化異常;abnormal lymph node morphology;abnormal antigen presentation;abnormal adaptive immunity;IgG2b値低下;abnormal osteoclast differentiation;CD4陽性アルファ-ベータ型T細胞数の増加;IgG値低下;IgE値低下;absent spleen germinal center;decreased regulatory T cell number;abnormal immune system morphology;absent lymph node germinal center	True
ENSG00000102245	CD40LG	hyper-IgM syndrome type 1	MONDO_0010626	ENSMUSG00000031132	MP_0005397	hematopoietic system phenotype	MP_0005002;MP_0005092;MP_0004816;MP_0002460;MP_0002491;MP_0008495;MP_0001807;MP_0009549;MP_0008918;MP_0003628;MP_0005466;MP_0008498;MP_0002145;MP_0008497;MP_0008396;MP_0008074;MP_0001805;MP_0002492;MP_0008474;MP_0004974	T細胞クローン除去の異常;decreased double-positive T cell number;abnormal class switch recombination;decreased immunoglobulin level;IgD値低下;IgG1値低下;IgA値低下;decreased platelet aggregation;microgliosis;abnormal leukocyte adhesion;Th2細胞の生理異常;IgG3値低下;T細胞分化異常;IgG2b値低下;abnormal osteoclast differentiation;CD4陽性アルファ-ベータ型T細胞数の増加;IgG値低下;IgE値低下;absent spleen germinal center;decreased regulatory T cell number	True
ENSG00000102312	PORCN	focal dermal hypoplasia	MONDO_0010592	ENSMUSG00000031169	MP_0005378	growth/size/body region phenotype	MP_0003384;MP_0001247	abnormal ventral body wall morphology;dermal cyst	True
ENSG00000102359	SRPX2	epilepsy	MONDO_0005027	ENSMUSG00000031253	MP_0003631	nervous system phenotype	MP_0004998	CNS(中枢神経系）シナプス形成の減少	True
ENSG00000102383	ZDHHC15	X-linked complex neurodevelopmental disorder	MONDO_0100148	ENSMUSG00000033906	MP_0003631	nervous system phenotype	MP_0002151	abnormal neural tube morphology	True
ENSG00000102393	GLA	Fabry disease	MONDO_0010526	ENSMUSG00000031266	MP_0005378	growth/size/body region phenotype	MP_0002833;MP_0002625	increased heart weight;heart left ventricle hypertrophy	True
ENSG00000102678	FGF9	multiple synostoses syndrome	MONDO_0017923	ENSMUSG00000021974	MP_0005378	growth/size/body region phenotype	MP_0030541;MP_0003742;MP_0001732;MP_0003385;MP_0004592;MP_0030032;MP_0031443;MP_0009890;MP_0000111;MP_0002820;MP_0001697;MP_0012085;MP_0009431;MP_0000274;MP_0004471;MP_0009880;MP_0009655;MP_0000091;MP_0002833;MP_0003758;MP_0021215;MP_0013550;MP_0000116;MP_0021166;MP_0009891;MP_0000088;MP_0005358;MP_0031462;MP_0009906	misaligned incisors;narrow head;postnatal growth retardation;abnormal body wall morphology;small mandible;high forehead;abnormal tongue position;cleft secondary palate;cleft palate;abnormal premaxilla morphology;abnormal embryo size;midface hypoplasia;decreased fetal weight;enlarged heart;short nasal bone;decreased mouth size;abnormal secondary palate development;short premaxilla;increased heart weight;narrow palate;abnormal palatal mesenchymal cell proliferation;abnormal secondary palate morphology;abnormal tooth development;delayed palatal shelf elevation;abnormal palate bone morphology;short mandible;abnormal incisor morphology;decreased palatal shelf size;increased tongue size	True
ENSG00000102805	CLN5	neuronal ceroid lipofuscinosis	MONDO_0016295	ENSMUSG00000022125	MP_0003631	nervous system phenotype	MP_0003246;MP_0002152	loss of GABAergic neurons;abnormal brain morphology	True
ENSG00000102879	CORO1A	severe combined immunodeficiency due to CORO1A deficiency	MONDO_0014168	ENSMUSG00000030707	MP_0005387	immune system phenotype	MP_0008706;MP_0006413;MP_0008561;MP_0005095;MP_0000714;MP_0004801;MP_0000691;MP_0004953;MP_0008764;MP_0001798;MP_0008079;MP_0000715;MP_0002411;MP_0002743;MP_0003156;MP_0008688;MP_0002217;MP_0003726;MP_0008075;MP_0005018;MP_0004802;MP_0004952;MP_0005017;MP_0000702;MP_0001828;MP_0002444;MP_0000223;MP_0002435;MP_0003850;MP_0008050	decreased interleukin-6 secretion;T細胞アポトーシスの増加;decreased tumor necrosis factor secretion;T細胞の細胞増殖減少;increased thymocyte number;increased susceptibility to systemic lupus erythematosus;enlarged spleen;decreased spleen weight;increased mast cell degranulation;impaired macrophage phagocytosis;CD8陽性T細胞数の減少;decreased thymocyte number;decreased susceptibility to bacterial infection;glomerulonephritis;abnormal leukocyte migration;decreased interleukin-2 secretion;small lymph nodes;(血清中の)自己抗体値低下;CD4陽性アルファ-ベータT型細胞数の減少;T細胞数の減少;decreased susceptibility to systemic lupus erythematosus;increased spleen weight;B細胞数の減少;enlarged lymph nodes;T細胞活性化異常;T細胞生理異常;decreased monocyte cell number;abnormal effector T cell morphology;abnormal thymocyte activation;decreased memory T cell number	True
ENSG00000102974	CTCF	syndromic intellectual disability	MONDO_0000508	ENSMUSG00000005698	MP_0003631	nervous system phenotype	MP_0002272;MP_0008415	abnormal nervous system electrophysiology;abnormal neurite morphology	True
ENSG00000102974	CTCF	syndromic intellectual disability	MONDO_0000508	ENSMUSG00000005698	MP_0005386	behavior/neurological phenotype	MP_0012106	impaired exercise endurance	True
ENSG00000103089	FA2H	hereditary spastic paraplegia 35	MONDO_0012866	ENSMUSG00000033579	MP_0003631	nervous system phenotype	MP_0005404;MP_0000849;MP_0014327;MP_0000921;MP_0000877;MP_0002182;MP_0003871;MP_0001330	abnormal axon morphology;abnormal cerebellum morphology;decreased Purkinje cell size;demyelination;abnormal Purkinje cell morphology;abnormal astrocyte morphology;abnormal myelin sheath morphology;abnormal optic nerve morphology	True
ENSG00000103197	TSC2	tuberous sclerosis	MONDO_0001734	ENSMUSG00000002496	MP_0002006	neoplasm	MP_0002049;MP_0002047;MP_0010384;MP_0002048;MP_0010294;MP_0002020;MP_0002045;MP_0010383	increased extremity angiosarcoma incidence;increased hepatic hemangioma incidence;increased renal carcinoma incidence;increased lung adenoma incidence;increased kidney tumor incidence;increased tumor incidence;increased renal cystadenoma incidence;increased adenoma incidence	True
ENSG00000103197	TSC2	tuberous sclerosis	MONDO_0001734	ENSMUSG00000002496	MP_0003631	nervous system phenotype	MP_0009936;MP_0003008;MP_0000929;MP_0000928;MP_0008143	abnormal dendritic spine morphology;enhanced long-term potentiation;open neural tube;incomplete rostral neuropore closure;abnormal dendrite morphology	True
ENSG00000103249	CLCN7	autosomal recessive osteopetrosis 4	MONDO_0012676	ENSMUSG00000036636	MP_0005382	craniofacial phenotype	MP_0005352;MP_0000119;MP_0000121	small cranium;abnormal tooth eruption;failure of tooth eruption	True
ENSG00000103249	CLCN7	autosomal recessive osteopetrosis 4	MONDO_0012676	ENSMUSG00000036636	MP_0005391	vision/eye phenotype	MP_0005201;MP_0008511;MP_0001326;MP_0008515;MP_0008583;MP_0008585;MP_0006219	abnormal retina pigment epithelium morphology;thin retina inner nuclear layer;retina degeneration;thin retina outer nuclear layer;absent photoreceptor inner segment;absent photoreceptor outer segment;optic nerve degeneration	True
ENSG00000103313	MEFV	familial Mediterranean fever	MONDO_0018088	ENSMUSG00000022534	MP_0005387	immune system phenotype	MP_0000702;MP_0008566;MP_0008553;MP_0002933;MP_0001860;MP_0000219;MP_0003009;MP_0008596;MP_0000691;MP_0008669;MP_0005018;MP_0008654;MP_0008702;MP_0002359;MP_0002993;MP_0004947;MP_0008657;MP_0008684;MP_0008699;MP_0001194;MP_0008641;MP_0008711;MP_0005017;MP_0008697;MP_0000218;MP_0011081;MP_0005016;MP_0005425;MP_0000220;MP_0008672;MP_0008687;MP_0008735;MP_0008660;MP_0000322;MP_0008681;MP_0008663;MP_0001846	enlarged lymph nodes;increased interferon-gamma secretion;increased circulating tumor necrosis factor level;joint inflammation;liver inflammation;increased neutrophil cell number;abnormal cytokine secretion;increased circulating interleukin-6 level;enlarged spleen;increased interleukin-12b secretion;T細胞数の減少;increased interleukin-1 alpha secretion;increased interleukin-5 secretion;abnormal spleen germinal center morphology;autoimmune arthritis;skin inflammation;increased interleukin-1 beta secretion;increased interleukin-18 secretion;increased interleukin-4 secretion;dermatitis;increased circulating interleukin-1 beta level;increased interleukin-9 secretion;B細胞数の減少;decreased interleukin-3 secretion;increased leukocyte cell number;decreased macrophage apoptosis;decreased lymphocyte cell number;increased macrophage cell number;increased monocyte cell number;increased interleukin-13 secretion;increased interleukin-2 secretion;increased susceptibility to endotoxin shock;increased interleukin-10 secretion;increased granulocyte number;increased interleukin-17 secretion;increased interleukin-12 secretion;increased inflammatory response	True
ENSG00000103313	MEFV	familial Mediterranean fever	MONDO_0018088	ENSMUSG00000022534	MP_0005390	skeleton phenotype	MP_0002933;MP_0002993	joint inflammation;autoimmune arthritis	True
